continued_operations;costs;cvm_code;discontinued_operations;ebit;gross_income;net_income;net_income_controlling;net_income_non_controlling;net_sales;non_operating_income;operating_expenses;period_end;period_init;period_type;profit_before_taxes;taxes;code_partition
34174000;-157526000;16861;0;55959000;308800000;34174000;"";"";466326000;-21021000;-252841000;2009-12-31;2009-01-01;year;34938000;-764000;16861
-11477000;-161061000;16861;0;-12280000;327975000;-11477000;"";"";489036000;-26997000;-340255000;2010-12-31;2010-01-01;year;-39277000;27800000;16861
7904000;-183407000;16861;0;37775000;355748000;7904000;"";"";539155000;-28804000;-317973000;2011-12-31;2011-01-01;year;8971000;-1067000;16861
21418000;-229906000;16861;0;51517000;380436000;21418000;"";"";610342000;-31620000;-328919000;2012-12-31;2012-01-01;year;19897000;1521000;16861
41584000;-250203000;16861;0;103309000;409749000;41584000;"";"";659952000;-35972000;-306440000;2013-12-31;2013-01-01;year;67337000;-25753000;16861
74734000;-334831000;16861;0;198873000;461731000;74734000;"";"";744696000;-68183000;-210992000;2014-12-31;2014-01-01;year;130690000;-55956000;16861
