currency;isin;issuer_code;market;market_type;ticker;type
BRL;BRBIDIACNOR3;BIDI;BVMF;exchange;BIDI3;stock
BRL;BRBIDIACNPR0;BIDI;BVMF;exchange;BIDI4;stock
