continued_operations;costs;cvm_code;discontinued_operations;ebit;gross_income;net_income;net_income_controlling;net_income_non_controlling;net_sales;non_operating_income;operating_expenses;period_end;period_init;period_type;profit_before_taxes;taxes;code_partition
-1496000;0;4863;0;-2035000;1214000;-1496000;-1496000;0;1214000;980000;-3249000;2016-12-31;2016-01-01;year;-1055000;-441000;4863
-1738000;-3151000;4863;0;-1793000;1865000;-1738000;-1738000;0;5016000;341000;-3536000;2017-12-31;2017-01-01;year;-1452000;-286000;4863
-5580000;0;4863;0;-5567000;1036000;-5580000;-5580000;0;1036000;221000;-6603000;2018-12-31;2018-01-01;year;-5346000;-234000;4863
-1739000;0;4863;0;-1954000;1129000;-1739000;-1739000;0;1129000;498000;-3083000;2019-12-31;2019-01-01;year;-1456000;-283000;4863
5184000;-4300000;4863;0;5887000;12126000;5184000;5184000;0;16426000;10000;-6239000;2020-12-31;2020-01-01;year;5897000;-713000;4863
-1943000;0;4863;0;-1936000;0;-1943000;-1943000;0;0;-7000;-1936000;2021-12-31;2021-01-01;year;-1943000;0;4863
