cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
13439;-14402000;-2359000;16546000;2009-12-31;2009-01-01;year;13439
13439;7444000;-5508000;11081000;2010-12-31;2010-01-01;year;13439
13439;-5027000;-7546000;12974000;2011-12-31;2011-01-01;year;13439
13439;-19388000;224000;18798000;2012-12-31;2012-01-01;year;13439
13439;-10280000;-6527000;16770000;2013-12-31;2013-01-01;year;13439
13439;-1182000;-6024000;7199000;2014-12-31;2014-01-01;year;13439
