cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
24350;23997000;-33148000;17890000;2018-12-31;2018-01-01;year;24350
24350;3280000;-42779000;46593000;2019-12-31;2019-01-01;year;24350
24350;9811000;-36191000;34248000;2020-12-31;2020-01-01;year;24350
24350;-40854000;-26775000;59124000;2021-12-31;2021-01-01;year;24350
