amount;approval_date;cvm_code;ex_date;notes;payable_date;record_date;ticker;type;code_partition
0.231275453;2009-03-17;20710;2009-03-18;"";2009-05-06;2009-03-17;LOGN3;dividend;20710
0.067403;"";20710;2008-04-07;"";2008-04-28;2008-04-04;LOGN3;dividend;20710
