cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
20958;66945000;-12695000;-621210000;2009-12-31;2009-01-01;year;20958
20958;1503062000;-82785000;-1259330000;2010-12-31;2010-01-01;year;20958
20958;340442000;-23881000;-143569000;2011-12-31;2011-01-01;year;20958
20958;1615801000;-21668000;-403147000;2012-12-31;2012-01-01;year;20958
20958;2658592000;13873000;-2782238000;2013-12-31;2013-01-01;year;20958
20958;3141361000;2531000;-1971854000;2014-12-31;2014-01-01;year;20958
