currency;isin;issuer_code;market;market_type;ticker;type
BRL;BREQPAACNPB2;EQPA;BVMF;exchange;EQPA6;stock
BRL;BREQPAACNPC0;EQPA;BVMF;exchange;EQPA7;stock
