cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
23175;18467000;-18005000;-5180000;2011-12-31;2011-01-01;year;23175
23175;95570000;-92474000;-4110000;2012-12-31;2012-01-01;year;23175
23175;145654000;-78029000;-67670000;2013-12-31;2013-01-01;year;23175
23175;30795000;-35287000;4146000;2014-12-31;2014-01-01;year;23175
23175;-4168000;84672000;-80561000;2015-12-31;2015-01-01;year;23175
