data_fundacao;codigo_cvm;nome_empresa;nome_empresa_b3;cnpj;codigo_b3;setor_atuacao;subsetor_atuacao;segmento;atividade_principal;listada_b3;site_empresa
2005-09-02;20087;Embraer S.a.;Embraer;07689002000189;EMBR;Bens Industriais;Material De Transporte;Material Aeronautico E De Defesa;Projeto. Desenvolvimento. Fabricação. Comercialização de Aeronaves E Sistemas E Fornecimento de Suporte E Serviços de Pós-venda.;Sim;http://www.embraer.com.br
