cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
6076;-1281000;218000;975000;2009-12-31;2009-01-01;year;6076
6076;-421000;-66000;396000;2010-12-31;2010-01-01;year;6076
6076;-1318000;-8000;1332000;2011-12-31;2011-01-01;year;6076
6076;2516000;242000;-2671000;2012-12-31;2012-01-01;year;6076
6076;-1482000;-109000;1642000;2013-12-31;2013-01-01;year;6076
6076;-37000;-143000;82000;2014-12-31;2014-01-01;year;6076
