cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
22268;44002000;-202373000;150594000;2015-12-31;2015-01-01;year;22268
22268;-103740000;-72648000;183042000;2016-12-31;2016-01-01;year;22268
22268;-40267000;-185568000;243444000;2017-12-31;2017-01-01;year;22268
22268;-80701000;-126938000;179969000;2018-12-31;2018-01-01;year;22268
22268;-83231000;-122499000;213656000;2019-12-31;2019-01-01;year;22268
22268;348774000;-115037000;120181000;2020-12-31;2020-01-01;year;22268
22268;-156522000;-87206000;99290000;2021-12-31;2021-01-01;year;22268
