continued_operations;costs;cvm_code;discontinued_operations;ebit;gross_income;net_income;net_income_controlling;net_income_non_controlling;net_sales;non_operating_income;operating_expenses;period_end;period_init;period_type;profit_before_taxes;taxes;code_partition
-75287000;-26250000;20060;150000;-162270000;-572000;-75137000;-75137000;0;25678000;160728000;-161698000;2015-12-31;2015-01-01;year;-1542000;-73745000;20060
23326000;-20707000;20060;0;-70392000;-711000;23326000;7370000;0;19996000;48998000;-69681000;2016-12-31;2016-01-01;year;-37350000;44720000;20060
-4374000;-26707000;20060;0;736000;-1197000;-4374000;-5759000;1385000;25510000;-19389000;1933000;2017-12-31;2017-01-01;year;-18653000;14279000;20060
-101311000;-26026000;20060;0;-166922000;3111000;-101311000;-96709000;-4602000;29137000;63892000;-170033000;2018-12-31;2018-01-01;year;-103030000;1719000;20060
-26178000;-26047000;20060;0;-17061000;5411000;-26178000;-26178000;0;31458000;-9483000;-22472000;2019-12-31;2019-01-01;year;-26544000;366000;20060
20578000;-38224000;20060;0;786000;14096000;20578000;20578000;0;52320000;24255000;-13310000;2020-12-31;2020-01-01;year;25041000;-4463000;20060
-41340000;-60083000;20060;0;-35998000;25508000;-41340000;-41340000;0;85591000;-9089000;-61506000;2021-12-31;2021-01-01;year;-45087000;3747000;20060
