cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
18309;110828000;-680796000;556618000;2015-12-31;2015-01-01;year;18309
18309;713702000;-712391000;140703000;2016-12-31;2016-01-01;year;18309
18309;95712000;265636000;531180000;2017-12-31;2017-01-01;year;18309
18309;-461932000;-530128000;749849000;2018-12-31;2018-01-01;year;18309
18309;159151000;-1627429000;986032000;2019-12-31;2019-01-01;year;18309
18309;-269228000;-702371000;1578251000;2020-12-31;2020-01-01;year;18309
18309;-1061996000;-786904000;1065291000;2021-12-31;2021-01-01;year;18309
