currency;isin;issuer_code;market;market_type;ticker;type
BRL;BRCEPEACNPA6;CEPE;BVMF;exchange;CEPE5;stock
BRL;BRCEPEACNPB4;CEPE;BVMF;exchange;CEPE6;stock
