cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
14869;-223324000;-248718000;499005000;2009-12-31;2009-01-01;year;14869
14869;-280652000;-365969000;656591000;2010-12-31;2010-01-01;year;14869
14869;-184748000;-266425000;585878000;2011-12-31;2011-01-01;year;14869
14869;-538252000;-640000;600117000;2012-12-31;2012-01-01;year;14869
14869;-346560000;-213393000;502525000;2013-12-31;2013-01-01;year;14869
14869;132549000;-270041000;222639000;2014-12-31;2014-01-01;year;14869
