continued_operations;costs;cvm_code;discontinued_operations;ebit;gross_income;net_income;net_income_controlling;net_income_non_controlling;net_sales;non_operating_income;operating_expenses;period_end;period_init;period_type;profit_before_taxes;taxes;code_partition
29127000;0;26085;0;29128000;0;29127000;29127000;-4000;0;-1000;29128000;2020-12-31;2020-01-01;year;29127000;0;26085
2242000;0;26085;0;2239000;0;2242000;2242000;1000;0;5000;2239000;2021-12-31;2021-01-01;year;2244000;-2000;26085
