asset_turnover;cash_liquidity;current_liquidity;cvm_code;ebit_margin;ebitda;ebitda_margin;gross_debt;gross_margin;net_debt;net_margin;operating_margin;period_end;period_init;period_type;quick_liquidity;return_on_assets;return_on_equity;total_debt;working_capital;code_partition
0.0;16.4788;34.8418;22179;"";0.0;"";0.0;"";-2.8014E7;"";"";2009-12-31;2009-01-01;year;34.7159;0.0;0.0;2.4449;5.7531E7;22179
0.3739;4.3228;7.8538;22179;60.6987;1.9287E7;60.6987;0.0;62.4957;-3.7219E7;59.8804;65.1896;2010-12-31;2010-01-01;year;7.8289;0.2239;24.9224;11.3066;5.9011E7;22179
0.3456;4.7644;9.7045;22179;63.7653;2.041E7;63.7653;4249000.0;65.8242;-3.3152E7;66.1147;74.322;2011-12-31;2011-01-01;year;9.6751;0.2285;26.0433;13.9643;6.3447E7;22179
0.303;3.7002;7.6882;22179;60.7854;1.7167E7;60.7854;3998000.0;63.1719;-3.5227E7;62.6407;70.4058;2012-12-31;2012-01-01;year;7.6668;0.1898;22.2059;16.998;6.6835E7;22179
0.4212;10.3029;21.1783;22179;54.5051;1.9146E7;54.5051;3472000.0;58.596;-2.5567E7;55.3449;60.8079;2013-12-31;2013-01-01;year;21.1023;0.2331;25.0842;7.6126;5.6822E7;22179
0.4129;9.5512;20.0656;22179;41.4889;1.4373E7;41.4889;4563000.0;49.1759;-2.4721E7;43.2468;50.0476;2014-12-31;2014-01-01;year;19.9958;0.1785;19.546;9.4716;5.8455E7;22179
