cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
17930;108594000;-199655000;61385000;2009-12-31;2009-01-01;year;17930
17930;328182000;-105474000;-186403000;2010-12-31;2010-01-01;year;17930
17930;42606000;-154939000;185171000;2011-12-31;2011-01-01;year;17930
17930;-99192000;-179714000;129688000;2012-12-31;2012-01-01;year;17930
17930;68616000;-247615000;472049000;2013-12-31;2013-01-01;year;17930
17930;-181328000;-388417000;283774000;2014-12-31;2014-01-01;year;17930
