continued_operations;costs;cvm_code;discontinued_operations;ebit;gross_income;net_income;net_income_controlling;net_income_non_controlling;net_sales;non_operating_income;operating_expenses;period_end;period_init;period_type;profit_before_taxes;taxes;code_partition
132894000;-136814000;19364;0;211649000;245465000;132894000;"";"";382279000;-20243000;-33816000;2015-12-31;2015-01-01;year;191406000;-58512000;19364
180985000;-89558000;19364;0;287835000;328049000;180985000;"";"";417607000;-19969000;-40214000;2016-12-31;2016-01-01;year;267866000;-86881000;19364
97815000;-205759000;19364;0;153807000;177474000;97815000;"";"";383233000;-15459000;-23667000;2017-12-31;2017-01-01;year;138348000;-40533000;19364
46600000;-190237000;19364;0;80766000;130535000;46600000;"";"";320772000;-19532000;-49769000;2018-12-31;2018-01-01;year;61234000;-14634000;19364
51706000;-84340000;19364;0;83009000;133192000;51706000;"";"";217532000;-14037000;-50183000;2019-12-31;2019-01-01;year;68972000;-17266000;19364
79477000;-29507000;19364;0;149950000;191835000;79477000;"";"";221342000;-16836000;-41885000;2020-12-31;2020-01-01;year;133114000;-53637000;19364
139581000;21603000;19364;0;196064000;228204000;139581000;"";"";206601000;-12945000;-32140000;2021-12-31;2021-01-01;year;183119000;-43538000;19364
