cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
4081;14129000;-5600000;-8293000;2015-12-31;2015-01-01;year;4081
4081;23801000;-35312000;15845000;2016-12-31;2016-01-01;year;4081
4081;38359000;-60720000;24834000;2017-12-31;2017-01-01;year;4081
4081;77881000;26346000;-114400000;2018-12-31;2018-01-01;year;4081
4081;-73553000;20802000;59632000;2019-12-31;2019-01-01;year;4081
4081;32713000;-48058000;16715000;2020-12-31;2020-01-01;year;4081
4081;-71980000;45174000;47295000;2021-12-31;2021-01-01;year;4081
