amount;approval_date;cvm_code;ex_date;notes;payable_date;record_date;ticker;type;code_partition
0.89;2012-04-11;19879;2012-04-12;"";2012-10-11;2012-04-11;LIGT3;dividend;19879
0.4254;2011-12-16;19879;2011-12-19;"";"";2011-12-16;LIGT3;interest;19879
0.58;2011-12-16;19879;2011-12-19;"";2011-12-28;2011-12-16;LIGT3;dividend;19879
1.721043;2011-04-28;19879;2011-04-29;"";2011-05-18;2011-04-28;LIGT3;dividend;19879
1.78;2010-09-23;19879;2010-09-24;"";2010-10-01;2010-09-23;LIGT3;dividend;19879
2.12;"";19879;2010-03-25;"";2010-04-01;2010-03-24;LIGT3;interest;19879
0.46;"";19879;2009-11-10;"";2009-11-27;2009-11-09;LIGT3;dividend;19879
0.45;"";19879;2009-03-19;"";2009-11-27;2009-03-18;LIGT3;dividend;19879
2.0;"";19879;2009-03-19;"";2009-04-02;2009-03-18;LIGT3;dividend;19879
1.72;2008-11-07;19879;2008-11-10;"";2008-11-21;2008-11-07;LIGT3;dividend;19879
1.0;2008-03-17;19879;2008-03-18;"";2008-03-31;2008-03-17;LIGT3;dividend;19879
0.002545921;"";19879;2007-10-29;"";2007-11-21;2007-10-26;LIGT3;dividend;19879
