cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
25062;18755000;-5824000;-6349000;2018-12-31;2018-01-01;year;25062
25062;62227000;-25322000;-12862000;2019-12-31;2019-01-01;year;25062
