data_fundacao;codigo_cvm;nome_empresa;nome_empresa_b3;cnpj;codigo_b3;setor_atuacao;subsetor_atuacao;segmento;atividade_principal;listada_b3;site_empresa
1999-07-20;18597;Dtcom - Direct To Company S.a.;Dtcom;03303999000136;DTCY;Bens Industriais;Servicos;Servicos Diversos;Treinamento em Desenvolvimento Profissional E Gerencial;Sim;http://www.dtcom.com.br
2000-07-31;19100;Atma  Participacoes  S.a.;Atmasa;04032433000180;ATMP;Bens Industriais;Servicos;Servicos Diversos;A Atma Participações S.A. Tem Como Objeto Social A Participação. Direta E Indireta. em Outras Sociedades Comerciais E Civis. Como Sócia. Acionista Ou Quotista. No País Ou No Exterior.;Sim;http://www.liq.com.br
1957-01-01;20028;Valid Solucoes S.a.;Valid;33113309000147;VLID;Bens Industriais;Servicos;Servicos Diversos;Impressão de Documentos de Segurança.;Sim;http://www.valid.com.br
2013-07-12;24236;Priner Servicos Industriais S.a.;Priner;18593815000197;PRNR;Bens Industriais;Servicos;Servicos Diversos;Prestação de Serviços Industriais. Principalmente Nos Segmentos Petroquímico. óleo E Gás. Siderurgia. Papel E Celulose E Químico.;Sim;http://www.priner.com.br
2009-05-27;24350;Flex Gestao De Relacionamento S.a.;Flex S/a;10851805000100;FLEX;Bens Industriais;Servicos;Servicos Diversos;A Companhia Atua Na Prestação de Serviços Especializados de Contact Center Ativo E Receptivo E Cobrança. Fazendo Gestão de Relacionamento Para Clientes E Seus Consumidores.;Sim;http://www.flexcontact.com.br
1996-03-06;24660;Bbm Logistica S.a.;Bbmlogistica;01107327000120;BBML;Bens Industriais;Servicos;Servicos Diversos;Prestação de Serviços Logísticos Através de Operações Dedicadas E Transporte de Carga Geral Fracionada.;Sim;""
1989-04-19;24953;Allpark Empreendimentos, Participacoes E Servicos S.a.;Estapar;60537263000166;ALPK;Bens Industriais;Servicos;Servicos Diversos;"Outras Atividades de Publicidade Não Especificadas Anteriormente; Gestão de Ativos Intangíveis Não-financeiros; Outras Atividades de Serviços Pessoais Não Especificadas Anteriormente.";Sim;""
1996-12-05;25160;Sequoia Logistica E Transportes S.a.;Sequoia Logistica;01599101000193;SEQL;Bens Industriais;Servicos;Servicos Diversos;Logística.transporte Rodoviário de Cargas em Geral. Municipal. Intermunicipal. Estadual E Interestadual. Serviços de Entrega Rápida E Carga E Descarga. Dentre Outros.;Sim;""
2011-12-07;25712;Gps Participacoes E Empreendimentos S/a;Gps;09229201000130;GGPS;Bens Industriais;Servicos;Servicos Diversos;"Administração Patrimonial de Bens E Interesses Próprios E de Suas Subsidiárias E Coligadas; Participação em Empreendimentos Comerciais E Industriais; Participação Como Acionista Ou Sócia de Sociedade";Sim;""
