cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
22276;-2266000;-3000;3045000;2016-12-31;2016-01-01;year;22276
22276;-3457000;-23000;2849000;2017-12-31;2017-01-01;year;22276
22276;-3363000;-64000;4374000;2018-12-31;2018-01-01;year;22276
22276;-7430000;-159000;7456000;2019-12-31;2019-01-01;year;22276
22276;-6128000;-342000;6056000;2020-12-31;2020-01-01;year;22276
22276;-4002000;-93000;3901000;2021-12-31;2021-01-01;year;22276
