cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
24066;-224510000;-352764000;422809000;2018-12-31;2018-01-01;year;24066
24066;-281579000;-238623000;385183000;2019-12-31;2019-01-01;year;24066
24066;-369164000;-47574000;505593000;2020-12-31;2020-01-01;year;24066
24066;-440733000;-69383000;520935000;2021-12-31;2021-01-01;year;24066
