continued_operations;costs;cvm_code;discontinued_operations;ebit;gross_income;net_income;net_income_controlling;net_income_non_controlling;net_sales;non_operating_income;operating_expenses;period_end;period_init;period_type;profit_before_taxes;taxes;code_partition
299865000;-160039000;18953;0;481616000;405535000;299865000;299865000;16745000;565574000;-126486000;76081000;2009-12-31;2009-01-01;year;355130000;-55265000;18953
232673000;-167769000;18953;0;421130000;395645000;232673000;232673000;12840000;563414000;-142324000;25485000;2010-12-31;2010-01-01;year;278806000;-46133000;18953
706212000;-165166000;18953;0;902218000;394209000;706212000;706212000;16840000;559375000;-157002000;508009000;2011-12-31;2011-01-01;year;745216000;-39004000;18953
317828000;-152695000;18953;0;494365000;377116000;315591000;315591000;19743000;529811000;-136429000;115012000;2012-12-31;2012-01-01;year;355699000;-40108000;18953
239562000;-165076000;18953;0;512865000;422341000;239562000;239561000;4528000;587417000;-246442000;90524000;2013-12-31;2013-01-01;year;266423000;-26861000;18953
16499000;-379039000;18953;0;380798000;434535000;16499000;16499000;-59637000;813574000;-349975000;-53737000;2014-12-31;2014-01-01;year;30823000;-14324000;18953
