cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
21334;-8458000;-510000;8202000;2015-12-31;2015-01-01;year;21334
21334;-194000;-62000;75000;2016-12-31;2016-01-01;year;21334
21334;-795000;-5228000;9246000;2017-12-31;2017-01-01;year;21334
21334;-179000;-198000;-170000;2018-12-31;2018-01-01;year;21334
21334;-523000;-230000;-1571000;2019-12-31;2019-01-01;year;21334
21334;-870000;-427000;2525000;2020-12-31;2020-01-01;year;21334
21334;4169000;-937000;-4214000;2021-12-31;2021-01-01;year;21334
