cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
26247;-278740000;349198000;-14300000;2020-12-31;2020-01-01;year;26247
26247;25532000;159830000;-22472000;2021-12-31;2021-01-01;year;26247
