continued_operations;costs;cvm_code;discontinued_operations;ebit;gross_income;net_income;net_income_controlling;net_income_non_controlling;net_sales;non_operating_income;operating_expenses;period_end;period_init;period_type;profit_before_taxes;taxes;code_partition
120819000;-1910057000;25950;0;147196000;314963000;120819000;"";"";2225020000;-21027000;-167767000;2019-12-31;2019-01-01;year;126169000;-5350000;25950
