cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
24872;-12108000;-21166000;31864000;2017-12-31;2017-01-01;year;24872
24872;-459000;-17239000;17683000;2018-12-31;2018-01-01;year;24872
