cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
1120;129287000;48270000;-170544000;2009-12-31;2009-01-01;year;1120
1120;101696000;277885000;-364999000;2010-12-31;2010-01-01;year;1120
1120;134181000;113619000;-226070000;2011-12-31;2011-01-01;year;1120
1120;-58764000;-14996000;28050000;2012-12-31;2012-01-01;year;1120
1120;52502000;-24647000;248345000;2013-12-31;2013-01-01;year;1120
1120;-3805000;-14194000;117424000;2014-12-31;2014-01-01;year;1120
