cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
19658;10345000;-260000;-10070000;2015-12-31;2015-01-01;year;19658
19658;6136000;-347000;-5827000;2016-12-31;2016-01-01;year;19658
19658;-1226000;-189000;1412000;2017-12-31;2017-01-01;year;19658
19658;-17600000;450000;17094000;2018-12-31;2018-01-01;year;19658
19658;-1964000;-90000;2129000;2019-12-31;2019-01-01;year;19658
19658;-2415000;99000;2287000;2020-12-31;2020-01-01;year;19658
19658;984000;38000;-1066000;2021-12-31;2021-01-01;year;19658
