asset_turnover;cash_liquidity;current_liquidity;cvm_code;ebit_margin;ebitda;ebitda_margin;gross_debt;gross_margin;net_debt;net_margin;operating_margin;period_end;period_init;period_type;quick_liquidity;return_on_assets;return_on_equity;total_debt;working_capital;code_partition
1.0969;0.0391;1.3858;8087;10.7539;3.57941E8;7.7653;2.222878E9;30.1804;1.01093E9;3.2699;4.5087;2009-12-31;2009-01-01;year;0.9827;0.0359;61.8689;1624.9265;7.29445E8;8087
1.1476;0.056;1.1598;8087;12.8461;5.67777E8;10.6234;1.983012E9;30.4046;9.77205E8;5.3617;7.659;2010-12-31;2010-01-01;year;0.8169;0.0615;57.1304;828.4646;4.02205E8;8087
1.0603;0.0402;1.1655;8087;13.8693;7.09973E8;11.7398;2.690547E9;31.8635;1.51059E9;5.2822;7.3444;2011-12-31;2011-01-01;year;0.8136;0.056;44.4654;693.9447;4.41846E8;8087
0.9663;0.0434;1.1887;8087;14.0139;8.06802E8;11.7783;3.618702E9;32.8267;2.162434E9;5.7177;8.2262;2012-12-31;2012-01-01;year;0.8333;0.0552;47.8295;765.7191;6.13444E8;8087
0.9718;0.1113;1.4288;8087;14.3701;9.13215E8;11.8358;3.956864E9;33.2674;2.179014E9;5.8607;8.8495;2013-12-31;2013-01-01;year;0.9573;0.057;38.4809;575.6538;1.252412E9;8087
0.8255;0.2164;1.6597;8087;14.4577;1.024678E9;11.727;6.308514E9;33.2802;3.58976E9;4.8963;6.9712;2014-12-31;2014-01-01;year;1.2143;0.0404;25.4828;530.4471;2.267433E9;8087
