cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
21130;-94055000;-47518000;110124000;2015-12-31;2015-01-01;year;21130
21130;3697000;-27847000;5151000;2016-12-31;2016-01-01;year;21130
21130;10198000;174457000;-157652000;2017-12-31;2017-01-01;year;21130
21130;-46327000;-94502000;117028000;2018-12-31;2018-01-01;year;21130
21130;445147000;-68217000;-15345000;2019-12-31;2019-01-01;year;21130
21130;164982000;-280719000;16724000;2020-12-31;2020-01-01;year;21130
21130;50687000;169595000;-276046000;2021-12-31;2021-01-01;year;21130
