cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
2453;-796383000;-191102000;1130633000;2015-12-31;2015-01-01;year;2453
2453;-674355000;-354264000;841487000;2016-12-31;2016-01-01;year;2453
2453;673895000;-718496000;13921000;2017-12-31;2017-01-01;year;2453
2453;-21753000;-73540000;110951000;2018-12-31;2018-01-01;year;2453
2453;-1138138000;556615000;591551000;2019-12-31;2019-01-01;year;2453
2453;-598932000;-92637000;1049860000;2020-12-31;2020-01-01;year;2453
2453;-1411620000;-429938000;1445603000;2021-12-31;2021-01-01;year;2453
