currency;isin;issuer_code;market;market_type;ticker;type
BRL;BRTAEEACNOR9;TAEE;BVMF;exchange;TAEE3;stock
BRL;BRTAEEACNPR6;TAEE;BVMF;exchange;TAEE4;stock
